scientific_name,genus,sayer_name,id_difficulty,plant_part,season,best_in,forage_chart,sayer_rating,conservation,sayer_group,page_number,native,sub_location,toxic_lookalike,notes,
Rumex crispus,Rumex,Curly dock,1,petiole,growing,spring,"FD, DS",2,,22,323,n,,,seasonality from fields forage chart,
Rumex crispus,Rumex,Curly dock,1,seed/grain,late_summer,,"FD, DS",1,,22,323,n,,,guessing at seasonality,
Rumex longifolius,Rumex,Yard dock,1,peeled_shoot,growing,spring,"FD, DS",1,,22,324,,,,seasonality from fields forage chart,
Rumex longifolius,Rumex,Yard dock,1,leafy_greens,growing,spring,"FD, DS",1,,22,324,,,,seasonality from fields forage chart,
Rumex longifolius,Rumex,Yard dock,1,petiole,growing,spring,"FD, DS",1,,22,324,,,,seasonality from fields forage chart,
Rumex longifolius,Rumex,Yard dock,1,seed/grain,late_summer,,"FD, DS",1,,22,324,,,,guessing at seasonality,
Rumex fueginus,Rumex,Golden dock,1,leafy_greens,growing,,"FP, FD, DS",3,,22,325,y,,,seasonaility from floodpains forage chart,
Rumex patientia,Rumex,Patience dock,1,peeled_shoot,growing,spring,"FD, DS",3,,22,323,,,,seasonality from fields forage chart,
Rumex patientia,Rumex,Patience dock,1,leafy_greens,growing,spring,"FD, DS",3,,22,323,,,,seasonality from fields forage chart,
Rumex patientia,Rumex,Patience dock,1,petiole,growing,spring,"FD, DS",3,,22,323,,,,seasonality from fields forage chart,
Rumex patientia,Rumex,Patience dock,1,seed/grain,late_summer,,"FD, DS",1,,22,323,,,,guessing at seasonality,
Rumex obtusifolius,Rumex,Bitter dock,1,peeled_shoot,growing,spring,DS,1,,22,325,n,,,,
Rumex obtusifolius,Rumex,Bitter dock,1,leafy_greens,growing,spring,DS,1,,22,325,n,,,,
Mertensia virginica,Mertensia,Virginia bluebells,1,leafy_greens,spring,,MF,2,2,22,326,y,,,,
Symphytum officinale,Symphytum,Comfrey,2,leafy_greens,spring,,FD,2,,22,330,n,,Foxglove,contains liver toxins but problems only arise from persistent medicinal use,
Symphytum officinale,Symphytum,Comfrey,2,flower,late_spring,,FD,2,,22,330,n,,Foxglove,contains liver toxins but problems only arise from persistent medicinal use,
Symphytum officinale,Symphytum,Comfrey,2,flower,summer,,FD,2,,22,330,n,,Foxglove,contains liver toxins but problems only arise from persistent medicinal use,
Symphytum officinale,Symphytum,Comfrey,2,bud,late_spring,,FD,2,,22,330,n,,Foxglove,contains liver toxins but problems only arise from persistent medicinal use,
Symphytum officinale,Symphytum,Comfrey,2,bud,summer,,FD,2,,22,330,n,,Foxglove,contains liver toxins but problems only arise from persistent medicinal use,
Arctium lappa,Arctium,Great burdock,1,roots,year,,FD,2,,22,331,n,,,harvest from plants without stems,
Arctium lappa,Arctium,Great burdock,1,peeled_shoot,late_spring,,FD,2,,22,331,n,,,,
Arctium lappa,Arctium,Great burdock,1,peeled_shoot,early_summer,,FD,2,,22,331,n,,,,
Arctium lappa,Arctium,Great burdock,1,petiole,late_spring,,FD,2,,22,331,n,,,,
Arctium lappa,Arctium,Great burdock,1,petiole,early_summer,,FD,2,,22,331,n,,,,
Arctium minus,Arctium,Common burdock,1,roots,year,,FD,2,,22,331,n,,,harvest from plants without stems,
Arctium minus,Arctium,Common burdock,1,peeled_shoot,late_spring,,FD,2,,22,331,n,,,,
Arctium minus,Arctium,Common burdock,1,peeled_shoot,early_summer,,FD,2,,22,331,n,,,,
Arctium minus,Arctium,Common burdock,1,petiole,late_spring,,FD,2,,22,331,n,,,,
Arctium minus,Arctium,Common burdock,1,petiole,early_summer,,FD,2,,22,331,n,,,,
Arctium tomentosum,Arctium,Wooly burdock,1,roots,year,,FD,2,,22,331,n,,,harvest from plants without stems,
Arctium tomentosum,Arctium,Wooly burdock,1,peeled_shoot,late_spring,,FD,2,,22,331,n,,,,
Arctium tomentosum,Arctium,Wooly burdock,1,peeled_shoot,early_summer,,FD,2,,22,331,n,,,,
Arctium tomentosum,Arctium,Wooly burdock,1,petiole,late_spring,,FD,2,,22,331,n,,,,
Arctium tomentosum,Arctium,Wooly burdock,1,petiole,early_summer,,FD,2,,22,331,n,,,,
Aster novae-angliae,Aster,New England aster,1,leafy_greens,spring,,"FD, TP",3,2,22,333,y,,,,
Aster novae-angliae,Aster,New England aster,1,leafy_greens,early_summer,,"FD, TP",3,2,22,333,y,,,,
Berteroa incana,Berteroa,Hoary alyssum,1,shoot,growing,spring/early_summer,,2,,22,334,n,,,guessing at seasonality/best_in,
Campanula rotundifolia,Campanula,Harebell,1,leafy_greens,spring,,NCBF,3,2,23,336,y,,,,
Campanula rotundifolia,Campanula,Harebell,1,leafy_greens,early_summer,,NCBF,3,2,23,336,y,,,,
Campanula rotundifolia,Campanula,Harebell,1,shoot,spring,,NCBF,3,2,23,336,y,,,,
Campanula rotundifolia,Campanula,Harebell,1,shoot,early_summer,,NCBF,3,2,23,336,y,,,,
Campanula rotundifolia,Campanula,Harebell,1,flower,spring,,NCBF,2,1,23,336,y,,,,
Campanula rotundifolia,Campanula,Harebell,1,flower,early_summer,,NCBF,2,1,23,336,y,,,,
Campanula americana,Campanula,American bellflower,2,leafy_greens,spring,,"DDFW, FP",3,2,23,337,y,,,,
Campanula americana,Campanula,American bellflower,2,leafy_greens,early_summer,,"DDFW, FP",3,2,23,337,y,,,,
Campanula americana,Campanula,American bellflower,2,shoot,spring,,"DDFW, FP",3,2,23,337,y,,,,
Campanula americana,Campanula,American bellflower,2,shoot,early_summer,,"DDFW, FP",3,2,23,337,y,,,,
Campanula americana,Campanula,American bellflower,2,flower,spring,,"DDFW, FP",2,1,23,337,y,,,,
Campanula americana,Campanula,American bellflower,2,flower,early_summer,,"DDFW, FP",2,1,23,337,y,,,,
Campanula americana,Campanula,American bellflower,2,bud,spring,,"DDFW, FP",2,1,23,337,y,,,,
Campanula americana,Campanula,American bellflower,2,bud,early_summer,,"DDFW, FP",2,1,23,337,y,,,,
Campanula rapunculoides,Campanula,Creeping bellflower,2,roots,year,fall/winter/spring,FD,3,,23,338,n,,,,
Campanula rapunculoides,Campanula,Creeping bellflower,2,leafy_greens,spring,,FD,3,,23,338,n,,,,
Campanula rapunculoides,Campanula,Creeping bellflower,2,leafy_greens,early_summer,,FD,3,,23,338,n,,,,
Campanula rapunculoides,Campanula,Creeping bellflower,2,shoot,spring,,FD,3,,23,338,n,,,,
Campanula rapunculoides,Campanula,Creeping bellflower,2,shoot,early_summer,,FD,3,,23,338,n,,,,
Campanula rapunculoides,Campanula,Creeping bellflower,2,flower,spring,,FD,2,,23,338,n,,,,
Campanula rapunculoides,Campanula,Creeping bellflower,2,flower,early_summer,,FD,2,,23,338,n,,,,
Campanula rapunculoides,Campanula,Creeping bellflower,2,bud,spring,,FD,2,,23,338,n,,,,
Campanula rapunculoides,Campanula,Creeping bellflower,2,bud,early_summer,,FD,2,,23,338,n,,,,
Caltha palustris,Caltha,Marsh-marigold,2,leafy_greens,early_spring,,"SBF, S",1,1,23,340,y,,,,
Cardamine bulbosa,Cardamine,Bulbous bittercress,2,leafy_greens,growing,spring,"FP, SBF, S",2,2,23,342,y,,,best_in from floodplain forage chart,
Cardamine bulbosa,Cardamine,Bulbous bittercress,2,seasoning,year,,"FP, SBF, S",,3,23,342,y,,,tuber used for horseradish flavoring,
Thlaspi arvense,Thlaspi,Field pennycress,2,leafy_greens,spring,,DS,1,,23,343,n,,,,
Thlaspi arvense,Thlaspi,Field pennycress,2,shoot,spring,,DS,2,,23,343,n,,,,
Thlaspi arvense,Thlaspi,Field pennycress,2,bud,spring,,DS,1,,23,343,n,,,,
Thlaspi arvense,Thlaspi,Field pennycress,2,seasoning,spring,,DS,,,23,343,n,,,use seeds as seasoning,
Armoracia rusticana,Armoracia,Horseradish,1,leafy_greens,spring,,FD,2,,23,344,n,,,,
Armoracia rusticana,Armoracia,Horseradish,1,leafy_greens,early_summer,,FD,2,,23,344,n,,,,
Armoracia rusticana,Armoracia,Horseradish,1,shoot,spring,,FD,2,,23,344,n,,,,
Armoracia rusticana,Armoracia,Horseradish,1,shoot,early_summer,,FD,2,,23,344,n,,,,
Armoracia rusticana,Armoracia,Horseradish,1,seasoning,year,fall/winter,FD,,,23,344,n,,,"roots grated as seasoning, best when tops are dormant",
Borodinia laevigata,Borodinia,Smooth rock cress,2,leafy_greens,spring,,DDFW,2,2,23,345,y,,,,
Borodinia laevigata,Borodinia,Smooth rock cress,2,shoot,spring,,DDFW,3,2,23,345,y,,,,
Borodinia laevigata,Borodinia,Smooth rock cress,2,bud,spring,,DDFW,2,2,23,345,y,,,,
Hesperis matronalis,Hesperis,Dame's rocket,2,leafy_greens,year,spring,FD,2,,23,346,i,,,,
Hesperis matronalis,Hesperis,Dame's rocket,2,shoot,late_spring,,FD,3,,23,346,i,,,,
Hesperis matronalis,Hesperis,Dame's rocket,2,bud,summer,,FD,2,,23,346,i,,,,
Hesperis matronalis,Hesperis,Dame's rocket,2,bud,fall,,FD,2,,23,346,i,,,,
Hesperis matronalis,Hesperis,Dame's rocket,2,flower,summer,,FD,3,,23,346,i,,,,
Hesperis matronalis,Hesperis,Dame's rocket,2,flower,fall,,FD,3,,23,346,i,,,,
Alliaria petiolata,Alliaria,Garlic mustard,2,shoot,early_spring,,"MF, FP",3,,23,348,i,,,,
Alliaria petiolata,Alliaria,Garlic mustard,2,leafy_greens,year,,"MF, FP",1,,23,348,i,,,,
Alliaria petiolata,Alliaria,Garlic mustard,2,roots,year,,"MF, FP",1,,23,348,i,,,,
Chenopodium capitatum,Chenopodium,Strawberry spinach,1,leafy_greens,summer,,NCBF,3,1,23,350,n,,,,
Chenopodium capitatum,Chenopodium,Strawberry spinach,1,leafy_greens,fall,,NCBF,3,1,23,350,n,,,,
Chenopodium capitatum,Chenopodium,Strawberry spinach,1,berry,mid_summer,,NCBF,3,1,23,350,n,,,,
Chenopodium capitatum,Chenopodium,Strawberry spinach,1,berry,late_summer,,NCBF,3,1,23,350,n,,,,
Chenopodium capitatum,Chenopodium,Strawberry spinach,1,berry,fall,,NCBF,3,1,23,350,n,,,,
Oenothera biennis,Oenothera,Evening primrose,2,roots,fall,,FD,2,2,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,roots,winter,,FD,2,2,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,roots,spring,,FD,2,2,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,leafy_greens,spring,,FD,1,1,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,shoot,late_spring,,FD,2,1,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,bud,summer,,FD,2,1,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,bud,fall,,FD,2,1,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,flower,summer,,FD,2,1,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,flower,fall,,FD,2,1,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,seed/grain,summer,,FD,2,1,23,352,y,,,,
Oenothera biennis,Oenothera,Evening primrose,2,seed/grain,fall,,FD,2,1,23,352,y,,,,
Aster macrophyllus,Aster,Bigleaf aster,2,leafy_greens,spring,,NCBF,1,1,23,354,y,,,,
Viola canadensis,Viola,Canada violet,2,leafy_greens,spring,,"MF, NCBF",3,2,23,355,y,,,,
Viola pubescens,Viola,Common yellow violet,2,leafy_greens,spring,,,1,2,23,356,y,,,,
Prenanthes alba,Prenanthes,Prenanthes,1,leafy_greens,spring,,"DDFW, NCBF, BL",2,2,24,358,y,,,,
Prenanthes alba,Prenanthes,Prenanthes,1,leafy_greens,early_summer,,"DDFW, NCBF, BL",2,2,24,358,y,,,,
Prenanthes alba,Prenanthes,Prenanthes,1,shoot,spring,,"DDFW, NCBF, BL",1,2,24,358,y,,,,
Prenanthes alba,Prenanthes,Prenanthes,1,shoot,early_summer,,"DDFW, NCBF, BL",1,2,24,358,y,,,,
Cirsium discolor,Cirsium,Pasture thistle,1,roots,fall,,"FD, TP, DS",2,3,24,361,y,,,,
Cirsium discolor,Cirsium,Pasture thistle,1,roots,winter,,"FD, TP, DS",2,3,24,361,y,,,,
Cirsium discolor,Cirsium,Pasture thistle,1,roots,spring,,"FD, TP, DS",2,3,24,361,y,,,,
Cirsium discolor,Cirsium,Pasture thistle,1,shoot,late_spring,,"FD, TP, DS",3,2,24,361,y,,,,
Cirsium discolor,Cirsium,Pasture thistle,1,shoot,early_summer,,"FD, TP, DS",3,2,24,361,y,,,,
Cirsium discolor,Cirsium,Pasture thistle,1,petiole,spring,,"FD, TP, DS",2,2,24,361,y,,,,
Cirsium discolor,Cirsium,Pasture thistle,1,petiole,summer,,"FD, TP, DS",2,2,24,361,y,,,,
Cirsium discolor,Cirsium,Pasture thistle,1,petiole,fall,,"FD, TP, DS",2,2,24,361,y,,,,
Cirsium vulgare,Cirsium,Bull thistle,1,roots,fall,,"FD, TP, DS",1,,24,363,n,,,,
Cirsium vulgare,Cirsium,Bull thistle,1,roots,winter,,"FD, TP, DS",1,,24,363,n,,,,
Cirsium vulgare,Cirsium,Bull thistle,1,roots,spring,,"FD, TP, DS",1,,24,363,n,,,,
Cirsium vulgare,Cirsium,Bull thistle,1,shoot,late_spring,,"FD, TP, DS",2,,24,363,n,,,,
Cirsium vulgare,Cirsium,Bull thistle,1,shoot,early_summer,,"FD, TP, DS",2,,24,363,n,,,,
Cirsium vulgare,Cirsium,Bull thistle,1,petiole,spring,,"FD, TP, DS",2,,24,363,n,,,,
Cirsium vulgare,Cirsium,Bull thistle,1,petiole,summer,,"FD, TP, DS",2,,24,363,n,,,,
Cirsium vulgare,Cirsium,Bull thistle,1,petiole,fall,,"FD, TP, DS",2,,24,363,n,,,,
Cirsium muticum,Cirsium,Swamp thistle,1,shoot,late_spring,,"FD, TP, DS",3,2,24,363,y,,,,
Cirsium muticum,Cirsium,Swamp thistle,1,shoot,early_summer,,"FD, TP, DS",3,2,24,363,y,,,,
Cirsium muticum,Cirsium,Swamp thistle,1,petiole,spring,,"FD, TP, DS",2,2,24,363,y,,,,
Cirsium muticum,Cirsium,Swamp thistle,1,petiole,summer,,"FD, TP, DS",2,2,24,363,y,,,,
Cirsium muticum,Cirsium,Swamp thistle,1,petiole,fall,,"FD, TP, DS",2,2,24,363,y,,,,
Onopordum acanthium,Onopordum,Scotch thistle,1,shoot,late_spring,,"FD, TP, DS",2,,24,363,unknown,,,,
Onopordum acanthium,Onopordum,Scotch thistle,1,shoot,early_summer,,"FD, TP, DS",2,,24,363,unknown,,,,
Carduus nutans,Carduus,Nodding thistle,1,shoot,late_spring,,"FD, TP, DS",3,,24,364,i,,,,
Carduus nutans,Carduus,Nodding thistle,1,shoot,early_summer,,"FD, TP, DS",3,,24,364,i,,,,
Carduus nutans,Carduus,Nodding thistle,1,petiole,spring,,"FD, TP, DS",2,,24,364,i,,,,
Carduus nutans,Carduus,Nodding thistle,1,petiole,summer,,"FD, TP, DS",2,,24,364,i,,,,
Carduus nutans,Carduus,Nodding thistle,1,petiole,fall,,"FD, TP, DS",2,,24,364,i,,,,
Carduus nutans,Carduus,Nodding thistle,1,bud,mid_summer,,"FD, TP, DS",3,,24,364,i,,,,
Carduus nutans,Carduus,Nodding thistle,1,bud,late_summer,,"FD, TP, DS",3,,24,364,i,,,,
Lapsana communis,Lapsana,Nipplewort,2,leafy_greens,growing,spring,"MF, DS",2,,24,365,n,,,,
Lapsana communis,Lapsana,Nipplewort,2,shoot,late_spring,,"MF, DS",2,,24,365,n,,,,
Lapsana communis,Lapsana,Nipplewort,2,shoot,early_summer,,"MF, DS",2,,24,365,n,,,,
Cichorium intybus,Cichorium,Chicory,2,leafy_greens,spring,,"FD, DS",2,,24,368,n,,,,
Cichorium intybus,Cichorium,Chicory,2,roots,year,,"FD, DS",1,,24,368,n,,,,
Cichorium intybus,Cichorium,Chicory,2,steeped_beverage,year,,"FD, DS",,,24,368,n,,,roasted roots are ground and used for a coffee like beverage,
Sonchus oleraceus,Sonchus,Common sow-thistle,1,leafy_greens,spring,,"DS, SS",3,,24,369,n,,,,
Sonchus oleraceus,Sonchus,Common sow-thistle,1,leafy_greens,summer,,"DS, SS",3,,24,369,n,,,,
Sonchus oleraceus,Sonchus,Common sow-thistle,1,peeled_shoot,early_summer,,"DS, SS",2,,24,369,n,,,,
Sonchus asper,Sonchus,Prickly sow-thistle,1,peeled_shoot,spring,,"DS, SS",2,,24,370,n,,,,
Sonchus asper,Sonchus,Prickly sow-thistle,1,peeled_shoot,early_summer,,"DS, SS",2,,24,370,n,,,,
Sonchus asper,Sonchus,Prickly sow-thistle,1,leafy_greens,spring,,"DS, SS",1,,24,370,n,,,,
Sonchus asper,Sonchus,Prickly sow-thistle,1,leafy_greens,early_summer,,"DS, SS",1,,24,370,n,,,,
Sonchus arvensis,Sonchus,Perennial sow-thistle,1,leafy_greens,spring,,"FD, SS",2,,24,370,n,,,,
Sonchus arvensis,Sonchus,Perennial sow-thistle,1,leafy_greens,early_summer,,"FD, SS",2,,24,370,n,,,,
Lactuca canadensis,Lactuca,Good lettuce,2,leafy_greens,spring,,"DDFW, FD, BL, TP",3,2,24,371,y,,,,
Lactuca canadensis,Lactuca,Good lettuce,2,shoot,early_summer,,"DDFW, FD, BL, TP",3,2,24,371,y,,,,
Lactuca hirsuta,Lactuca,Hairy lettuce,2,leafy_greens,spring,,"DDFW, FD, BL, TP",2,2,24,372,y,southern,,,
Lactuca hirsuta,Lactuca,Hairy lettuce,2,shoot,early_summer,,"DDFW, FD, BL, TP",2,2,24,372,y,southern,,,
Lactuca biennis,Lactuca,Bitter lettuce,2,leafy_greens,spring,,"DDFW, FD, BL, TP",1,1,24,374,y,,,,
Lactuca biennis,Lactuca,Bitter lettuce,2,shoot,early_summer,,"DDFW, FD, BL, TP",1,1,24,374,y,,,,
Lactuca serriola,Lactuca,Prickly lettuce,2,leafy_greens,spring,,"DDFW, FD, BL, TP, DS",2,,24,376,n,,,,
Rudbeckia laciniata,Rudbeckia,Sochan,3,leafy_greens,growing,,"FP, FD",2,1,25,380,y,,,,
Rudbeckia laciniata,Rudbeckia,Sochan,3,shoot,late_spring,,"FP, FD",2,1,25,380,y,,,,
Rudbeckia laciniata,Rudbeckia,Sochan,3,shoot,early_summer,,"FP, FD",2,1,25,380,y,,,,
Malva neglecta,Malva,Common mallow,1,leafy_greens,late_spring,,DS,1,,25,385,n,,,,
Malva neglecta,Malva,Common mallow,1,pod,late_spring,,DS,2,,25,385,n,,,guessing on seasonality,
Malva neglecta,Malva,Common mallow,1,pod,summer,,DS,2,,25,385,n,,,guessing on seasonality,
Malva moschata,Malva,Musk mallow,1,leafy_greens,growing,spring,BL,2,,25,386,n,,,guessing on seasonality: young leaves,
Malva moschata,Malva,Musk mallow,1,bud,growing,spring,BL,2,,25,386,n,,,guessing on seasonality,
Malva sylvestris,Malva,High mallow,1,leafy_greens,growing,spring/early_summer,,2,,25,387,n,,,,
Malva sylvestris,Malva,High mallow,1,flower,growing,,,2,,25,387,n,,,,
Malva sylvestris,Malva,High mallow,1,bud,growing,,,2,,25,387,n,,,,
Malva sylvestris,Malva,High mallow,2,pod,growing,,,2,,25,387,n,,,immature fruits while still green,
Hydrophyllum virginianum,Hydrophyllum,Virginia waterleaf,2,leafy_greens,spring,spring,"MF, FP",1,1,25,391,y,,,,
Hydrophyllum virginianum,Hydrophyllum,Virginia waterleaf,2,leafy_greens,fall,spring,"MF, FP",1,1,25,391,y,,,,
Hydrophyllum virginianum,Hydrophyllum,Virginia waterleaf,2,shoot,growing,,"MF, FP",2,1,25,391,y,,,guessing at seasonality,
Pedicularis canadensis,Pedicularis,Lousewort,1,leafy_greens,early_spring,,"DDFW, NCBF, SEF, TP",2,2,25,394,y,,,absorbs chemicals of adjacent plants: do not eat when next to posinous plants,
Pedicularis canadensis,Pedicularis,Lousewort,2,shoot,early_spring,,"DDFW, NCBF, SEF, TP",2,2,25,394,y,,,absorbs chemicals of adjacent plants: do not eat when next to posinous plants,
Chrysanthemum leucanthemum,Chrysanthemum,Ox-eye daisy,2,leafy_greens,year,,"FD, DS",2,,25,395,n,,,,
Oenothera laciniata,Oenothera,Cut-leaf evening primrose,1,leafy_greens,spring,,FD,1,1,25,396,y,,,,
Oenothera laciniata,Oenothera,Cut-leaf evening primrose,1,leafy_greens,early_summer,,FD,1,1,25,396,y,,,,
Oenothera laciniata,Oenothera,Cut-leaf evening primrose,1,flower,growing,,FD,2,1,25,396,y,,,,
Oenothera laciniata,Oenothera,Cut-leaf evening primrose,1,bud,growing,,FD,2,1,25,396,y,,,,
Diplotaxis muralis,Diplotaxis,Annual wall-rocket,1,leafy_greens,growing,,DS,2,,25,397,n,,,,
Rorippa palustris,Rorippa,Marsh yellowcress,2,leafy_greens,growing,spring,DS,2,1,25,398,y,,,,
Rorippa palustris,Rorippa,Marsh yellowcress,2,shoot,growing,spring,DS,2,1,25,398,y,,,,
Rorippa sylvestris,Rorippa,Creeping yellowcress,2,leafy_greens,growing,,"YL, DS",2,,25,399,n,,,,
Rorippa sylvestris,Rorippa,Creeping yellowcress,2,leafy_greens,early_winter,,"YL, DS",2,,25,399,n,,,,
Barbarea vulgaris,Barbarea,Wintercress,3,leafy_greens,late_fall,,"FP, FD, DS",2,1,25,400,y,,Butterweed,pick basal leaves,
Barbarea vulgaris,Barbarea,Wintercress,3,leafy_greens,winter,,"FP, FD, DS",2,1,25,400,y,,Butterweed,pick basal leaves,
Barbarea vulgaris,Barbarea,Wintercress,3,leafy_greens,early_spring,,"FP, FD, DS",2,1,25,400,y,,Butterweed,pick basal leaves,
Barbarea vulgaris,Barbarea,Wintercress,3,shoot,early_spring,,"FP, FD, DS",2,1,25,400,y,,Butterweed,,
Barbarea vulgaris,Barbarea,Wintercress,3,shoot,mid_spring,,"FP, FD, DS",2,1,25,400,y,,Butterweed,,
Barbarea vulgaris,Barbarea,Wintercress,3,bud,summer,,"FP, FD, DS",2,1,25,400,y,,Butterweed,Pick when flower buds are visible but before they open,
Barbarea verna,Barbarea,Southern wintercress,2,leafy_greens,late_fall,,DS,3,1,25,401,y,,Butterweed,pick basal leaves,
Barbarea verna,Barbarea,Southern wintercress,2,leafy_greens,winter,,DS,3,1,25,401,y,,Butterweed,pick basal leaves,
Barbarea verna,Barbarea,Southern wintercress,2,leafy_greens,early_spring,,DS,3,1,25,401,y,,Butterweed,pick basal leaves,
Barbarea verna,Barbarea,Southern wintercress,2,shoot,early_spring,,DS,3,1,25,401,y,,Butterweed,,
Barbarea verna,Barbarea,Southern wintercress,2,shoot,mid_spring,,DS,3,1,25,401,y,,Butterweed,,
Barbarea verna,Barbarea,Southern wintercress,2,bud,summer,,DS,3,1,25,401,y,,Butterweed,Pick when flower buds are visible but before they open,
Capsella bursa-pastoris,Capsella,Shepherd's purse,2,roots,year,,DS,2,,25,403,unknown,,,,
Capsella bursa-pastoris,Capsella,Shepherd's purse,2,leafy_greens,spring,,DS,3,,25,403,unknown,,,,
Capsella bursa-pastoris,Capsella,Shepherd's purse,2,leafy_greens,fall,,DS,3,,25,403,unknown,,,,
Capsella bursa-pastoris,Capsella,Shepherd's purse,2,shoot,spring,,DS,3,,25,403,unknown,,,,
Lepidium campestre,Lepidium,Field pepperweed,1,leafy_greens,growing,,DS,2,,25,404,n,,,guessing at seasonality,
Lepidium campestre,Lepidium,Field pepperweed,1,seasoning,growing,,DS,2,,25,404,n,,,use new or mature seeds,
Lepidium virginicum,Lepidium,Common pepperweed,2,leafy_greens,late_spring,,DS,2,1,25,405,y,,,,
Lepidium virginicum,Lepidium,Common pepperweed,2,shoot,late_spring,,DS,3,1,25,405,y,,,,
Lepidium virginicum,Lepidium,Common pepperweed,2,seasoning,growing,,DS,,1,25,405,y,,,use tender tip of inflouresence or mature seed pods,
Arabis glabra,Arabis,Tower mustard,1,leafy_greens,growing,,"FD, DS",1,2,25,406,y,,,,
Arabis glabra,Arabis,Tower mustard,1,shoot,spring,,"FD, DS",3,2,25,406,y,,,,
Brassica rapa,Brassica,Field mustard,1,leafy_greens,growing,spring,DS,2,,25,407,n,,,gather any tender growth,
Brassica rapa,Brassica,Field mustard,1,shoot,growing,spring,DS,2,,25,407,n,,,gather any tender growth,
Brassica rapa,Brassica,Field mustard,1,bud,growing,spring,DS,2,,25,407,n,,,gather any tender growth,
Bunias orientalis,Bunias,Hill mustard,1,leafy_greens,spring,,DS,2,,25,408,i,,,,
Bunias orientalis,Bunias,Hill mustard,1,shoot,spring,,DS,3,,25,408,i,,,,
Bunias orientalis,Bunias,Hill mustard,1,bud,spring,,DS,2,,25,408,i,,,,
Brassica nigra,Brassica,Black mustard,1,leafy_greens,early_summer,,"FD, DS",3,,25,410,n,,,,
Brassica nigra,Brassica,Black mustard,1,leafy_greens,mid_summer,,"FD, DS",3,,25,410,n,,,,
Brassica nigra,Brassica,Black mustard,1,shoot,early_summer,,"FD, DS",3,,25,410,n,,,,
Brassica nigra,Brassica,Black mustard,1,shoot,mid_summer,,"FD, DS",3,,25,410,n,,,,
Brassica nigra,Brassica,Black mustard,1,seasoning,growing,,"FD, DS",,,25,410,n,,,ripe seeds used for mustard commerically,
Sinapis alba,Sinapis,White mustard,1,leafy_greens,early_summer,,DS,3,,25,411,n,,,,
Sinapis alba,Sinapis,White mustard,1,leafy_greens,mid_summer,,DS,3,,25,411,n,,,,
Sinapis alba,Sinapis,White mustard,1,shoot,early_summer,,DS,3,,25,411,n,,,,
Sinapis alba,Sinapis,White mustard,1,shoot,mid_summer,,DS,3,,25,411,n,,,,
Sinapis alba,Sinapis,White mustard,1,seasoning,growing,,DS,,,25,411,n,,,ripe seeds used for mustard commerically,
Sisymbrium officinale,Sisymbrium,Hedge mustard,1,leafy_greens,early_summer,,DS,2,,25,412,n,,,,
Sisymbrium loeselii,Sisymbrium,Tall hedge mustard,1,leafy_greens,early_spring,,DS,2,,25,413,n,,,,
Sisymbrium loeselii,Sisymbrium,Tall hedge mustard,1,shoot,growing,,DS,2,,25,413,n,,,guessing at seasonality,
Sisymbrium altissimum,Sisymbrium,Tumble mustard,1,leafy_greens,growing,spring,DS,2,,25,414,n,,,"all young tender growth is edible: leaves, flower buds, and steams",
Sisymbrium altissimum,Sisymbrium,Tumble mustard,1,shoot,growing,spring,DS,2,,25,414,n,,,"all young tender growth is edible: leaves, flower buds, and steams",
Erucastrum gallicum,Erucastrum,French rocket,1,leafy_greens,growing,,DS,2,,25,416,n,,,,
Sinapis arvensis,Sinapis,Charlock mustard,1,leafy_greens,growing,spring/early_summer,DS,2,,25,417,n,,,,
Raphanus raphanistrum,Raphanus,Wild radish,1,leafy_greens,late_spring,,DS,2,,25,418,n,,,,
Raphanus raphanistrum,Raphanus,Wild radish,1,leafy_greens,early_summer,,DS,2,,25,418,n,,,,
Raphanus raphanistrum,Raphanus,Wild radish,1,leafy_greens,mid_summer,,DS,2,,25,418,n,,,,
Raphanus raphanistrum,Raphanus,Wild radish,1,pod,growing,,DS,3,,25,418,n,,,immature pods,
Heracleum lanatum,Heracleum,Cow parsnip,1,roots,winter,,FP,1,2,26,420,y,,,"Phototoxic juice, do not get it on your skin. harvest when tops are dormant. Guessing at seasonality",
Heracleum lanatum,Heracleum,Cow parsnip,1,peeled_shoot,spring,,FP,3,2,26,420,y,,,"Phototoxic juice, do not get it on your skin.",
Heracleum lanatum,Heracleum,Cow parsnip,1,peeled_shoot,early_summer,,FP,3,2,26,420,y,,,"Phototoxic juice, do not get it on your skin.",
Heracleum lanatum,Heracleum,Cow parsnip,1,petiole,spring,,FP,2,2,26,420,y,,,"Phototoxic juice, do not get it on your skin.",
Heracleum lanatum,Heracleum,Cow parsnip,1,petiole,early_summer,,FP,2,2,26,420,y,,,"Phototoxic juice, do not get it on your skin.",
